age,monthly_income,loan_amount,credit_score,employment_years,existing_loans,default
29,86093,534255,698,3.9,2,0
41,44105,451835,507,2.2,2,1
45,51523,514413,714,6.3,1,0
25,45317,662287,693,4.8,1,0
45,96465,602388,647,1.8,1,0
53,28983,405020,669,1.8,1,0
43,30227,459978,674,2.5,0,0
25,89874,143852,665,0.4,4,0
67,47733,277346,847,14.3,1,0
45,112092,460642,650,1.0,1,0
45,32764,245565,693,1.1,4,0
54,47435,880390,647,5.2,1,0
58,28185,261213,742,6.4,1,0
53,49237,525993,694,6.7,1,0
44,20188,485654,657,2.4,1,0
34,36585,803732,525,10.3,1,1
26,20707,909484,699,3.9,2,1
50,74336,770832,655,2.9,3,0
37,75354,82059,675,8.3,0,0
30,17358,1150052,585,1.4,1,1
45,109133,1501306,794,9.8,0,0
65,219355,300829,748,3.9,1,0
46,50392,534623,794,11.5,1,0
30,33367,216931,771,1.1,1,0
63,266891,93087,727,13.7,0,0
52,22217,245003,588,5.8,2,0
23,49615,287186,827,4.8,1,0
35,54599,333073,605,2.7,3,0
68,109873,205431,658,15.7,1,0
22,60830,246042,736,2.9,2,0
64,36345,438535,740,3.5,3,0
42,27702,238904,725,7.6,1,0
19,39930,683388,647,1.7,2,0
27,26791,763240,631,1.7,5,1
47,50447,2970706,850,7.5,2,0
67,34943,1088753,676,0.7,0,0
62,20001,537391,667,8.7,0,0
22,104097,269355,622,4.9,2,0
50,36366,559611,699,3.9,3,0
18,22905,574512,695,1.3,2,0
35,44313,293416,678,7.7,0,0
49,51073,828179,710,8.2,5,0
64,17190,144570,821,3.3,1,0
66,59813,363843,632,2.5,1,0
28,26152,690165,683,1.4,2,0
38,136846,351488,628,7.0,3,0
43,67129,374968,703,5.1,2,0
42,38563,396238,634,1.2,2,0
39,31347,226730,637,7.9,3,0
44,46028,1131574,563,10.7,1,1
66,70804,195941,687,0.3,3,0
30,48276,570647,714,7.4,0,0
50,43032,615948,828,9.6,2,0
51,50768,207130,717,23.8,0,0
58,34121,469058,644,1.4,3,0
52,39897,213692,571,2.3,3,1
18,15000,1346250,582,16.9,1,1
38,87924,177899,576,0.5,3,1
65,58646,262205,830,3.7,3,0
23,30820,166145,703,3.5,3,0
45,153160,149319,633,4.7,1,0
34,51648,1580058,603,2.0,2,1
22,26326,682979,611,13.0,1,0
48,81964,494961,631,1.6,2,0
22,62244,261643,785,5.2,1,0
55,62115,914460,677,3.4,2,0
20,37969,228804,564,1.6,4,1
40,64234,834769,850,1.0,2,0
54,41895,220133,588,15.7,3,0
54,68429,264182,632,4.1,1,0
27,15631,811488,784,4.6,4,0
27,37785,882983,713,7.6,2,0
36,137763,713528,642,0.4,1,0
34,30938,191044,581,6.3,3,1
38,34121,309470,602,0.9,0,0
31,37467,501580,607,6.7,2,1
26,23649,224263,680,0.8,2,0
63,15000,1324797,695,8.9,1,1
18,42686,64759,668,5.7,2,0
68,53184,237282,676,2.4,3,0
62,47500,294297,595,2.2,3,0
30,44939,50000,703,0.8,1,0
21,50303,144786,782,11.7,1,0
18,90554,729585,666,0.6,1,0
66,43727,453262,665,3.2,0,0
57,34736,1557369,686,1.3,0,0
49,41411,1522982,769,28.0,4,0
51,69397,625581,608,4.4,1,0
45,114372,568405,796,0.8,1,0
48,33627,466374,713,5.5,3,0
25,52018,52888,682,23.9,2,0
56,60054,144980,777,4.6,3,0
43,27023,479519,585,3.1,3,1
51,49625,724198,721,1.7,1,0
20,20345,557788,714,0.5,2,0
67,16959,216647,605,1.3,0,0
29,61086,936518,716,4.0,1,0
18,38936,1448378,702,7.0,1,0
61,55346,936956,665,10.5,3,0
22,48497,976450,749,7.9,3,0
47,27286,282835,634,0.7,1,0
47,47707,1046275,701,7.4,0,0
34,23391,497130,669,4.4,0,0
65,112936,666132,630,3.2,1,0
64,21729,592641,720,4.3,2,0
40,43587,401438,663,0.0,1,0
32,26229,222347,562,0.4,0,1
54,69026,414277,535,3.7,3,0
38,40180,974236,743,1.0,4,0
31,35911,310773,582,3.9,2,1
19,81790,904084,702,2.2,1,0
28,49894,797834,684,11.9,0,0
68,66835,348310,650,14.9,0,0
56,27206,1343837,836,19.5,1,0
55,21101,332888,694,11.5,0,0
51,52277,1480125,740,21.3,3,0
55,40485,626122,702,6.1,1,0
67,71386,436833,661,16.2,1,0
51,46725,217457,678,5.1,2,0
35,55439,412252,796,8.3,1,0
47,18508,375867,767,0.7,1,0
32,152216,161678,836,5.7,5,0
44,44420,371724,697,13.4,1,0
68,74499,232572,609,3.9,1,0
51,29683,707005,644,1.0,2,0
69,58971,1257988,584,3.7,5,0
55,22433,165788,741,6.1,0,0
50,64295,1740784,633,7.3,1,0
41,39593,399176,435,3.7,1,1
32,49886,202801,850,1.2,0,0
47,74517,811146,634,13.1,0,0
59,23399,309538,633,7.4,1,0
68,32510,414409,813,1.6,0,0
34,64498,320160,583,8.4,1,0
22,172634,230178,770,2.1,3,0
46,45123,789533,633,1.9,3,0
21,69890,351849,574,9.9,1,0
27,45973,140179,816,10.3,1,0
34,157211,687521,753,2.5,0,0
27,17182,168642,753,0.0,1,0
34,51884,175850,709,1.0,3,0
37,18484,1148635,727,12.0,0,0
41,15000,169893,581,11.5,1,0
22,58599,69344,688,3.0,2,0
51,53300,728169,605,1.8,0,1
23,41319,346940,568,1.8,2,1
19,45994,371712,712,11.4,3,0
30,314575,344000,772,2.0,2,0
60,41986,532498,649,3.6,4,0
60,66574,242274,663,6.6,0,0
65,33202,1441063,588,1.2,1,1
28,58520,135810,680,1.5,1,0
68,42491,631529,740,2.2,2,0
64,38318,739475,743,5.3,1,0
40,145996,240934,723,8.5,3,0
33,99340,195050,630,4.0,1,0
48,53212,998230,627,0.7,2,0
28,15000,200247,743,3.0,2,0
33,39473,272302,744,0.7,4,0
25,248156,899727,666,0.5,1,0
21,42685,454881,645,4.5,1,0
57,95028,105059,773,15.6,5,0
21,116443,1789858,651,9.1,1,0
42,55903,289523,739,7.4,1,0
20,29581,320550,669,6.5,2,0
49,15000,542871,596,11.4,3,1
20,73902,729461,808,7.0,0,0
44,30065,2124152,689,4.9,0,1
46,54485,117236,623,2.3,2,0
49,23158,856630,568,0.5,1,1
67,41808,801634,576,3.1,4,1
68,50022,396435,650,12.9,1,0
36,57592,830529,834,4.4,4,0
38,25112,934175,633,1.0,2,1
22,100523,146448,795,5.2,0,0
35,34264,1793739,669,3.1,0,1
45,17949,127133,585,13.4,1,0
59,45916,178393,642,0.9,3,0
39,50042,358817,577,6.2,2,0
38,53979,2063578,611,5.7,3,1
23,110999,345723,609,20.5,1,0
18,42537,431254,527,4.2,2,1
22,45625,1391180,801,10.3,1,0
58,25288,347926,696,0.1,3,0
29,80204,172344,625,0.7,1,0
43,54752,316858,697,2.1,3,0
63,38100,1324616,613,4.8,1,0
51,15633,468219,466,3.0,0,1
66,116616,2073039,850,1.1,1,0
31,23467,798386,695,4.4,0,0
43,34380,264118,632,4.2,0,0
62,60779,460865,525,3.7,1,0
44,23910,223557,560,0.5,0,1
26,20008,259173,812,13.1,1,0
43,15000,5000000,800,4.5,2,1
64,75553,999389,740,1.5,1,0
39,35344,881057,590,5.8,0,1
64,283895,268728,800,1.9,3,0
47,26994,1552950,715,3.5,8,1
60,28201,1066115,732,2.1,2,0
65,34918,1993289,715,10.6,2,1
34,56719,1917420,559,25.6,3,1
43,36970,135500,584,0.9,0,0
53,70784,182066,639,0.1,2,0
18,27251,198187,731,1.2,4,0
25,21397,207907,569,4.5,3,1
66,16665,573069,665,1.0,4,1
52,15000,281125,665,8.3,1,0
69,35923,2322323,743,2.6,2,1
32,40921,2030401,733,4.7,4,1
64,33561,440132,599,3.0,1,1
39,103367,2114356,795,11.7,0,0
31,102418,1454987,586,0.2,2,1
43,40099,308486,767,6.5,0,0
45,16708,88665,635,5.3,1,0
40,34890,371619,693,5.2,2,0
31,34204,264157,698,2.7,0,0
41,33048,521886,695,0.1,1,0
19,32253,475148,733,5.8,2,0
62,33120,465289,711,8.8,1,0
43,38873,672628,742,0.4,0,0
31,33479,167708,717,2.9,5,0
68,55547,614822,578,0.9,1,1
24,60853,311236,701,4.7,0,0
20,28384,519169,634,7.7,1,0
64,105097,951626,591,5.5,0,0
40,27226,166122,656,1.9,1,0
63,18570,353261,694,0.8,0,0
60,61603,402388,699,7.9,0,0
64,30018,293192,764,2.0,5,0
62,59443,908784,784,0.1,2,0
35,15000,248622,706,4.2,1,0
55,113037,283702,721,1.4,0,0
52,73377,250713,687,9.2,0,0
68,19924,1059856,741,0.8,2,1
32,20185,298356,718,2.9,1,0
42,133700,639240,675,1.5,1,0
54,31494,2149109,850,5.8,4,1
45,29717,416709,636,4.0,0,0
27,15000,1076955,796,7.8,2,1
56,39716,1684675,571,3.1,2,1
34,42760,1006262,745,0.0,0,0
56,75304,436506,794,1.2,4,0
39,21174,739467,527,35.4,0,1
43,19689,157960,691,2.6,3,0
61,64252,237035,737,4.8,0,0
42,89683,272736,700,11.8,0,0
34,19097,2656419,710,0.1,4,1
30,93798,230944,690,5.4,0,0
37,50137,228209,592,1.7,0,0
42,94379,191925,850,1.6,3,0
21,46998,692351,639,1.3,3,0
27,15000,495883,714,8.7,3,1
20,44748,1055375,628,2.3,1,1
58,92603,756916,497,0.3,0,1
62,28674,146632,606,0.5,1,0
35,38840,231926,564,0.8,1,0
64,44104,1318839,767,11.5,2,0
53,15000,376006,631,2.8,0,0
64,133627,1144036,638,12.4,0,0
39,28543,392485,594,8.5,1,1
51,66399,203999,687,9.1,1,0
64,46535,347108,622,1.7,3,0
25,104252,203935,759,1.6,2,0
57,62544,281407,704,4.1,2,0
66,42575,519561,634,2.7,1,0
61,28678,666159,748,3.6,1,0
36,79119,123976,680,0.3,2,0
59,15929,436308,681,17.8,1,0
58,72224,276705,562,0.3,0,0
54,25350,263357,674,1.0,3,0
23,103919,491957,705,5.7,1,0
69,54002,284827,786,0.8,1,0
43,72147,1336694,619,0.6,3,1
51,51492,1144466,850,0.8,0,0
62,17129,1138773,724,0.3,4,1
23,29247,297768,558,1.4,0,0
54,73381,204843,612,1.6,1,0
50,54176,472420,793,3.5,3,0
39,99567,392276,779,2.9,3,0
38,62440,271832,681,3.2,2,0
23,27446,172717,691,4.8,2,0
23,30404,427960,586,1.3,0,1
65,52143,320213,785,0.7,0,0
21,15000,767334,600,10.6,0,1
47,133795,753199,747,5.0,1,0
28,63898,1067297,788,0.3,1,0
47,102356,161548,683,16.2,1,0
48,18989,609775,757,5.9,2,0
41,103439,247218,827,0.8,2,0
26,187006,166652,701,17.4,2,0
20,22191,313990,665,2.3,4,0
68,77873,1040242,674,20.8,2,0
48,49053,328451,620,0.5,0,0
57,19406,1547828,618,0.9,1,1
54,65889,686322,715,5.4,1,0
53,80834,322780,666,0.1,2,0
41,34177,1119103,706,0.1,3,0
48,98671,631793,560,7.9,2,0
23,18032,209808,672,0.9,1,0
19,19993,1957232,762,12.6,3,1
37,53207,544478,590,2.8,0,0
45,49773,449116,681,10.3,4,0
28,31890,223144,531,2.7,2,1
21,79678,1136689,575,3.8,0,1
32,67409,669188,744,1.9,2,0
23,82033,731893,655,5.4,1,0
66,45529,294777,825,1.9,3,0
47,70371,862232,714,1.3,2,0
55,37519,917539,722,0.4,1,0
68,168096,259102,593,0.3,3,0
19,30105,142401,649,1.8,1,0
32,173369,704397,621,6.7,1,0
28,50057,125658,594,1.2,4,0
25,21476,499624,733,1.8,0,0
43,111396,309342,749,11.8,5,0
68,52867,1172832,711,5.1,4,0
62,81688,323102,613,12.6,1,0
61,102161,1072838,706,12.1,2,0
22,60040,293206,526,0.3,2,1
23,34360,984602,785,15.5,0,0
43,88029,2299663,576,0.3,0,1
21,49043,188256,590,13.0,1,1
36,73977,558845,689,4.0,2,0
37,15000,3988899,696,3.8,0,1
50,64099,466620,674,6.2,4,0
37,33417,464831,591,10.6,1,0
66,132188,831344,770,4.8,4,0
29,71243,457194,545,2.8,1,0
64,56608,112895,561,0.6,0,0
18,65629,1094523,671,7.8,1,0
43,26928,89111,578,0.7,2,1
31,129826,316971,777,6.5,0,0
55,161914,1162333,585,3.8,2,0
54,62053,332623,804,2.4,1,0
28,127292,253988,762,4.7,1,0
53,34839,893955,778,7.4,1,0
30,30385,223934,830,14.2,3,0
60,50239,166411,686,1.5,1,0
20,63637,551066,598,14.7,2,0
50,38700,382185,671,16.2,0,0
23,67687,163580,634,8.4,2,0
67,58913,736424,623,10.7,1,0
27,26930,641516,692,5.9,0,0
22,66921,331769,655,0.2,1,0
40,82299,350436,619,4.3,3,0
27,54332,644554,660,6.9,1,0
61,97888,1146574,723,14.2,1,0
19,23613,352838,756,4.2,1,0
30,64910,746947,551,7.9,1,1
57,24290,695342,655,6.1,1,0
19,25123,893986,668,1.6,2,0
37,33571,456547,585,0.8,1,0
18,27854,213232,670,6.9,1,0
54,35284,305590,691,1.3,1,0
26,43109,582033,721,1.4,5,0
34,81007,1895079,686,5.2,2,0
26,40429,300374,609,7.8,1,1
28,18932,842248,840,4.4,2,0
32,97152,340290,746,10.8,2,0
41,29665,483291,724,1.2,3,0
55,47323,1487068,760,1.5,2,0
52,64082,815399,699,5.1,0,0
47,55257,163891,782,8.8,1,0
48,94514,279853,684,3.9,0,0
66,65342,1208604,680,0.1,3,0
22,29237,495589,730,5.6,1,0
61,181160,176473,806,8.4,0,0
67,55083,229770,800,1.6,1,0
31,44873,776688,727,0.3,1,0
28,87409,980215,721,3.6,2,0
26,56935,448778,735,0.2,1,0
51,62288,3205090,758,2.7,3,1
29,218668,855397,783,0.1,1,0
52,41561,364111,661,1.3,0,0
52,40511,230368,785,2.5,0,0
18,52572,202823,707,0.6,2,0
57,93237,578582,732,0.6,2,0
39,19852,299233,790,8.8,0,0
46,15073,1687898,739,0.2,1,1
25,34466,1429806,753,5.8,3,0
28,18391,734138,648,8.4,1,1
58,37990,172267,799,0.7,1,0
54,66270,258389,735,1.1,0,0
31,28725,1208078,690,5.1,1,0
47,20824,281967,768,1.9,2,0
52,51103,1085675,850,3.2,2,0
38,82250,646729,586,9.0,1,1
54,17730,461101,615,0.7,4,1
22,80188,252138,850,4.8,1,0
36,80048,410284,714,14.3,0,0
31,86894,514895,695,0.3,1,0
43,101832,1010576,670,0.3,4,0
21,183727,217817,776,4.0,3,0
42,39590,358522,850,16.1,1,0
62,52351,458565,626,1.2,1,0
59,38182,751737,672,2.0,0,0
42,49078,213892,651,0.5,1,0
35,122973,154313,738,2.2,3,0
57,21872,758556,777,0.2,0,0
25,29242,131352,809,2.5,1,0
56,112006,1236732,741,4.1,2,0
57,90402,390529,850,18.4,1,0
31,39423,128280,634,8.5,0,0
49,81849,301240,613,8.6,0,0
68,60157,599168,797,1.3,1,0
55,120591,288900,689,0.5,0,0
50,51262,449559,569,4.6,5,1
40,90706,799756,654,3.7,0,0
32,239236,376339,700,3.6,1,0
50,70182,209055,628,0.6,2,0
42,50493,348297,598,3.4,0,0
34,75619,1372126,663,0.8,0,0
50,39372,1703254,594,2.7,4,1
64,205413,87909,730,0.3,1,0
19,54613,1058985,524,9.7,3,1
31,41616,540428,687,0.1,1,0
57,29690,926515,721,14.0,2,0
57,94687,284819,672,9.9,2,0
68,82480,107515,767,7.0,2,0
56,36373,706155,570,20.2,1,1
68,69277,208400,623,0.3,1,0
23,19828,145708,653,5.1,1,0
23,54774,154087,737,9.5,3,0
20,64321,715495,697,0.7,1,0
24,136543,494628,850,4.4,2,0
68,30869,827341,615,2.5,4,1
25,22765,755594,568,2.9,2,1
59,28645,315922,823,12.2,0,0
69,21983,418160,565,3.9,1,1
32,109315,293857,734,0.5,1,0
64,124142,373897,601,13.8,6,0
46,59404,204065,514,1.0,1,1
50,102004,604639,650,11.2,2,0
69,53123,1045594,751,17.7,1,0
47,46301,230201,582,10.5,4,0
56,40141,1233067,726,5.7,4,0
44,40691,484473,741,6.8,3,0
53,19366,536522,578,6.0,2,1
46,57443,113601,661,3.1,5,0
55,47848,104212,806,1.6,0,0
50,76666,496477,732,1.7,1,0
54,51850,832164,659,6.6,2,1
44,44461,258563,713,4.9,4,0
50,29064,1682977,625,4.4,1,1
21,51189,796473,769,5.3,1,0
39,76339,213913,769,7.5,1,0
19,24686,453467,689,6.9,2,0
27,51662,3209235,698,0.6,1,1
22,56377,163725,600,2.3,0,0
27,31861,675099,571,1.5,2,0
50,34450,341739,649,3.9,0,0
55,56295,778805,673,0.3,2,0
30,24833,1219338,765,7.2,1,0
48,60473,324814,753,0.6,2,0
64,28646,1082874,694,1.6,2,0
53,92754,2615491,775,7.6,2,0
62,199325,466503,604,0.3,4,0
41,29247,828946,766,5.4,3,0
69,67543,275859,616,12.9,1,0
32,31696,449282,779,4.8,2,0
46,91543,384100,678,6.2,1,0
25,22944,836974,520,7.9,0,1
22,65404,1159779,738,1.3,1,0
46,29033,405256,744,4.3,2,0
64,43295,1508910,643,1.8,1,0
21,26407,1504600,650,1.4,1,1
29,80290,871074,667,1.1,3,0
62,29667,292780,525,4.4,1,0
19,68266,271179,490,7.9,1,1
44,39876,230981,784,10.4,1,0
48,45766,945371,614,2.8,2,1
68,53565,167809,828,2.3,2,0
68,31036,760301,789,5.8,3,0
53,55615,186299,805,7.6,0,0
53,122786,854983,627,1.5,3,0
43,30734,448550,551,1.8,1,0
60,99020,1285824,593,3.8,0,0
44,120434,1102580,644,2.9,2,0
22,30040,1394508,490,6.1,0,1
37,20475,1423536,641,3.5,2,1
28,58757,496284,663,0.6,1,0
27,35297,175074,576,0.9,2,0
57,150416,190609,596,11.6,0,0
55,50055,83326,662,1.3,2,0
23,30293,185919,708,0.3,1,0
25,24629,467455,608,6.6,1,1
40,94272,282738,703,5.8,1,0
64,34797,383038,690,4.6,1,0
43,50327,656168,683,3.5,0,0
63,86984,346884,627,17.5,2,0
60,36660,180328,573,0.6,1,0
29,47688,423967,815,3.6,0,0
43,48535,215605,730,4.2,1,0
30,73865,356243,760,0.1,3,0
57,69873,1295259,673,2.7,2,0
35,42956,356324,666,7.6,3,0
42,50929,1824407,719,3.2,2,0
50,39219,1390687,533,10.4,2,1
64,20199,278328,590,5.2,3,1
57,57214,181879,616,7.3,0,0
60,152560,424198,643,8.2,3,0
29,28847,1113103,609,5.8,2,1
61,30828,298894,706,6.9,1,0
53,29072,914810,686,5.9,0,0
65,75716,1163277,791,4.0,0,0
21,64157,238179,850,4.2,1,0
22,44572,257598,578,1.1,1,0
54,28259,782406,691,8.8,2,0
25,51814,499557,691,1.9,0,0
59,19172,255544,678,3.8,1,0
66,53426,333786,593,1.4,0,0
45,82695,418145,606,6.0,3,0
48,23139,126515,699,18.5,5,0
26,19545,816281,604,8.1,1,1
68,126457,301657,692,4.8,0,0
46,33960,50000,660,4.2,2,0
31,96912,434044,691,3.4,0,0
57,44694,244444,603,1.1,5,0
58,44481,1708382,692,2.1,0,0
39,63770,276964,609,2.6,3,0
28,28842,183851,692,14.5,4,0
40,53076,664205,787,2.8,1,0
18,38991,260834,700,4.4,1,0
63,22196,237146,705,12.8,3,0
54,60023,665039,745,3.7,2,0
38,41857,192456,567,1.4,2,0
43,44613,137885,817,2.4,0,0
63,23715,1759954,595,2.4,0,1
53,127368,703342,750,6.3,0,0
40,82952,358123,739,1.8,2,0
18,87421,441184,607,6.6,1,0
68,40812,663106,760,11.0,1,0
57,17369,963829,719,2.0,2,1
32,158221,241643,831,0.7,2,0
38,47256,592980,695,5.1,1,0
64,31279,294972,671,2.2,3,0
26,62949,380337,638,3.8,1,0
26,98742,503105,540,5.0,4,1
27,48347,440055,654,2.6,1,0
69,105571,796875,657,12.9,2,0
43,93882,653219,700,2.6,0,0
58,25698,132384,566,1.8,1,0
52,32719,149304,660,10.8,1,0
69,87074,329136,726,0.7,0,0
42,15000,1910547,734,0.7,0,1
43,44816,223848,531,13.7,1,0
28,20774,374527,736,1.2,3,0
55,36829,288059,660,0.8,0,0
19,40974,284009,665,3.8,1,0
24,39539,510217,490,0.2,0,1
35,35194,1356775,799,4.8,3,0
44,25379,637159,694,3.0,2,0
51,193909,232623,557,5.1,1,0
44,150313,4003115,710,1.7,2,0
34,24410,471115,707,11.8,3,0
60,126661,278792,777,1.6,1,0
61,38573,1369117,655,5.1,0,0
68,52971,303987,680,14.5,2,0
41,47194,1673337,628,2.6,2,1
42,32996,220463,727,0.9,2,0
24,88460,1388902,617,0.4,0,0
69,52866,519612,608,16.5,7,0
23,36830,1242755,674,7.2,2,1
41,22409,2025673,581,12.6,1,1
50,28676,178780,808,6.0,1,0
66,18309,1227656,834,2.1,1,0
46,49381,143325,643,0.7,4,0
60,23908,191425,569,13.2,2,1
39,41800,232645,706,3.4,1,0
43,111531,661926,641,2.5,3,0
45,100667,454254,773,4.3,2,0
67,48080,387043,617,0.6,5,0
38,46525,497319,723,1.8,0,0
66,151436,710008,689,5.1,2,0
24,67000,755094,625,0.5,2,0
34,40268,1061648,699,0.7,1,0
37,20834,1897462,750,3.6,2,1
58,62088,434916,686,4.9,1,0
66,80627,291597,687,1.0,0,0
37,33557,722757,610,0.2,2,1
39,58379,177122,771,15.9,3,0
45,39413,257052,763,0.1,1,0
57,43896,984121,647,0.0,0,0
66,15000,400591,670,2.0,1,0
24,42913,168290,793,1.3,2,0
18,87695,134343,589,4.3,4,0
49,33562,459996,728,11.2,1,0
30,50590,1102970,635,3.3,2,1
47,31145,1091252,822,7.4,1,0
40,60855,483450,685,12.0,2,0
68,43048,2206962,780,1.0,1,1
36,27902,406827,619,3.4,1,0
49,109046,395990,580,5.1,2,0
47,85593,56729,661,2.0,1,0
46,34100,309313,701,6.7,0,0
66,66083,874678,639,6.1,1,0
62,67673,1545980,740,2.7,0,0
46,72069,227706,663,0.5,1,0
47,17737,640370,513,0.1,2,1
33,89676,1022236,724,2.3,2,0
57,34828,446398,609,0.4,1,0
36,39549,71209,651,7.6,0,0
35,238644,539194,804,2.0,0,0
18,58754,813535,821,5.5,3,0
31,38878,207328,633,2.1,2,0
68,15000,361015,726,7.9,2,0
64,112854,175536,635,11.0,2,0
67,21870,56606,657,9.1,1,0
19,26847,1006111,631,3.3,2,1
45,40182,441088,542,0.4,2,1
66,114673,1588244,687,2.3,2,0
67,77959,878400,703,2.8,2,0
47,44591,333244,626,16.1,3,0
55,58981,413931,767,4.2,1,0
68,34192,695886,645,5.1,3,0
21,53305,958866,629,7.6,1,0
18,51225,572710,722,4.2,1,0
25,87663,1071397,556,4.6,1,1
46,87579,348943,752,1.4,3,0
56,65932,199243,647,0.3,0,0
20,39442,420059,759,6.4,2,0
49,76503,521334,783,9.4,1,0
27,46389,169188,731,2.7,2,0
27,25612,151846,615,4.0,1,0
36,38485,632799,579,1.8,3,1
63,51571,319628,565,3.0,0,0
51,84637,387444,768,1.2,1,0
50,43909,331786,669,7.1,2,0
40,23729,1493272,632,3.4,0,1
45,50718,1213972,669,4.0,2,1
49,52474,164409,766,0.2,1,0
67,54803,288879,742,4.9,3,0
24,85128,873272,715,1.1,4,0
46,90341,716081,731,2.4,2,0
25,34319,427980,694,2.7,0,0
18,33870,178067,704,3.0,2,0
20,26262,256265,697,1.3,4,0
41,74554,292607,679,9.5,2,0
40,116925,552161,740,2.8,1,0
25,40576,1728875,708,4.7,1,1
64,42410,255376,609,4.8,1,0
54,118192,194691,722,4.7,2,0
20,66392,405603,699,4.1,0,0
68,63687,1009929,728,8.6,0,0
50,23991,139036,671,8.4,1,0
45,73661,1415378,744,2.7,1,0
64,28071,385530,675,5.1,6,0
25,24824,245866,737,0.5,2,0
51,39812,122988,643,0.5,0,0
52,34493,778571,649,3.3,2,0
49,42917,385795,728,11.5,1,0
41,20648,507151,653,5.2,2,0
31,87141,215205,850,5.5,2,0
49,96433,342738,725,0.9,3,0
63,15238,299759,681,3.0,1,0
60,88174,408205,745,2.6,0,0
33,30142,258941,641,7.6,2,0
21,81976,129657,753,0.7,2,0
69,47048,3924697,751,3.9,5,1
54,49874,148639,780,12.1,2,0
38,43868,511532,644,11.1,3,0
31,101445,107192,582,9.6,2,0
48,23300,89532,631,2.3,1,0
65,70594,478428,657,14.2,1,0
35,94920,508639,813,8.2,1,0
24,75342,1213718,850,9.5,3,0
27,197761,609038,707,13.5,1,0
24,35690,392444,680,13.8,0,0
50,87062,206968,652,1.4,1,0
40,45997,1467703,745,0.7,3,0
38,102748,930131,850,5.9,1,0
36,48795,163233,822,4.1,4,0
65,38842,456056,771,2.0,0,0
36,107327,496451,769,5.8,2,0
53,36499,335533,746,0.3,2,0
46,21001,820345,676,0.2,2,1
35,35950,860601,621,2.2,3,0
19,71069,379880,678,1.1,5,0
18,113009,353381,713,6.3,2,0
64,52400,1467640,563,14.8,1,1
22,108111,933103,667,5.4,2,0
37,21700,468779,613,5.3,1,1
28,37573,120166,761,0.0,2,0
59,41227,582567,636,3.6,3,0
19,45764,773334,706,8.5,0,0
20,51557,50000,623,5.3,2,0
40,74202,541173,807,1.3,1,0
29,37538,316996,543,9.4,2,1
37,53285,370762,718,16.7,0,0
22,47711,214077,577,1.6,1,0
54,28126,392954,639,1.2,1,0
55,45789,1347273,696,2.1,1,0
47,44972,309551,700,0.3,0,0
26,44398,957861,698,10.3,3,1
51,49963,232102,692,13.2,1,0
61,51297,811796,628,5.0,2,0
52,37821,442999,666,7.2,0,0
69,105201,586319,682,5.5,2,0
39,24301,444952,695,2.4,0,0
61,31806,739182,674,5.0,2,0
41,259880,56722,738,9.0,2,0
34,26296,142079,687,8.3,0,0
27,21758,617642,696,0.4,1,0
47,76167,86264,649,3.1,0,0
63,15000,289391,595,2.5,0,0
40,42567,423592,692,7.0,0,0
49,177636,228088,776,3.5,2,0
34,19400,254422,715,2.2,3,0
67,15000,549775,614,6.1,2,1
68,19940,991957,745,3.2,1,0
34,84037,205508,653,1.5,1,0
31,96265,279275,737,11.1,1,0
26,36042,246468,650,0.6,2,0
57,73860,63760,708,0.1,0,0
19,112888,495523,638,0.8,1,0
62,143258,934506,640,0.9,1,0
42,42285,997806,554,3.9,1,1
56,15000,220441,720,4.9,2,0
26,29955,162533,709,3.0,0,0
39,37945,450126,714,1.1,2,0
60,41966,858909,702,0.7,5,0
63,43795,500759,619,3.4,1,0
21,95926,557625,757,4.2,1,0
43,105309,1102912,759,1.8,3,0
46,44222,244920,616,1.2,1,1
62,94758,371024,722,0.4,0,0
51,60754,1635868,749,0.1,2,0
40,50955,377962,642,0.6,3,0
54,84450,160513,656,6.8,0,0
28,51192,258982,722,2.1,1,0
23,168499,208867,559,0.1,1,0
35,20680,588734,592,3.5,1,0
38,35986,216045,600,3.8,3,0
59,45437,549534,536,2.8,3,1
53,63810,245523,766,0.6,2,0
58,104901,80926,520,7.0,0,0
55,48308,565404,707,5.8,3,0
51,20882,498207,744,2.5,2,0
34,81268,669446,656,2.4,2,0
54,77108,258231,626,0.8,1,0
42,15288,237130,698,7.0,2,0
55,48909,609975,680,4.6,0,0
29,18881,1491384,760,0.4,2,1
40,32899,446383,469,2.4,2,1
59,28518,621361,606,11.7,0,0
39,79662,342056,724,3.0,0,0
38,52580,128681,684,2.0,2,0
44,22666,959285,740,5.2,1,0
48,83119,915047,700,1.1,2,0
23,20737,781225,669,3.7,2,0
44,59758,382484,655,5.5,4,0
57,30079,713291,850,9.7,3,0
51,39363,904384,802,5.9,0,0
29,66340,1617070,719,2.4,0,1
62,67028,975612,686,7.3,4,0
24,109336,465588,723,11.4,2,0
27,46660,155344,746,3.2,5,0
62,58916,501082,713,0.0,0,0
34,37697,543215,619,10.6,1,0
43,54676,780136,822,0.9,2,0
38,63811,1306828,699,0.7,2,0
45,46212,409986,841,1.8,3,0
63,16609,2375669,694,2.4,2,1
19,59807,108290,660,8.0,1,0
60,61006,618760,790,2.5,0,0
18,32594,233557,704,0.3,2,0
68,22682,96203,690,5.1,3,0
